Pourquoi je n'arrive pas à oublier mon ex compagnon pervers narcissique ?;Dans une relation à deux et quand il y a un pervers il est toujours très important de rechercher le pourquoi de l'équilibre de votre couple. En effet dès les premiers comportements inacceptables pour vous, vous auriez du partir et vous êtes restée à supporter encore plus, donc cela a un sens pour vous même si vous vous sentez victime, même si vous êtes dans une forme de masochisme, cet homme est venu vous apportez quelque chose dans la relation. c'est en comprenant cela que vous pourrez le quitter et ne pas reproduire à nouveau ailleurs.
Pourquoi je n'arrive pas à oublier mon ex compagnon pervers narcissique ?;Il est bien normal que vous n'oubliez pas aussi vite que ça une relation qui a dû être traumatisante. Il vous séduit, vous procure un travail, puis vous fait subir des violences extrêmes. J'espère que vous avez pensé à le signaler sur le site de rencontres, afin qu'il ne continue pas à sévir. Vous devez à présent vous reconstruire, vous avez tout un travail psychique à effectuer. Vous avez certainement eu très peur quand il vous maltraitait, peur de mourir peut-être quand il vous bloquait la respiration ! Je vous encourage vivement à contacter soit un service d'aide aux victimes auprès d'un tribunal, soit un(e) psychothérapeute pour sortir du cauchemar qu'il vous a fait vivre avec votre complicité passive. Ne restez pas seule avec ces souvenirs !
Comment redonner confiance à mon homme ?;Les pervers narcissiques sont manipulateurs, donc ils savent très bien y faire pour vous séduire et transformer la relation en quelque chose d'addictif. C'est peut-être la raison pour laquelle vous avez du mal à l'oublier et que vous faites des cauchemars. Je ne sais pas si c'est lui ou vous qui avez rompu, mais c'est une bonne chose. Soyez fière de vous. Il n'y a qu'une chose à faire avec les pervers narcissiques : fuir. Il est possible qu'il essaie de revenir, et à ce moment, il sera important que vous soyez forte pour pouvoir l'ignorer ou le repousser. Si vous vous sentez coupable, sachez qu'en aucun cas vous êtes coupable de ce qui est arrivé. 
Comment redonner confiance à mon homme ?;Redonner confiance à une personne, c'est d'abord et avant tout lui faire confiance, l'aimer, l'adorer, le responsabilisé, savoir pardonner, discuter, trouver des solutions. Agissez dans son intérêts et le votre bien sur.
Comment redonner confiance à mon homme ?;"Vous semblez être très amoureuse au point d'en perdre votre autonomie ; et de plus le premier amour n'est pas anodin. Aussi, vous avez peur de le perdre. Il est important que vous trouviez d'autres centres d'intérêt afin de regagner votre autonomie et votre personnalité (à savoir vivre avec lui mais pas pour lui), et de vous détacher de votre peur de le perdre. Si celà fait 9 ans que vous êtes ensemble, celà veut bien dire qu'il y a de l'amour et que votre relation est sérieuse. Mais à force d'avoir peur, votre comportement, contre votre volonté consciente, finira par le faire fuir. Sortez avec des ami(e)s, faites vous plaisir (shopping, forme, sport, sorties...) et s'il veut voir sa famille, êtes-vous obligée d'aller avec lui ? Faites-vous désirer pour être heureux de vous retrouver ensuite. Il a besoin de voir d'autres personnes et essayez de le comprendre sur ce point. Vous êtes jeunes, il y a plein de choses à faire et vous avez la vie devant vous. Ne soyez pas trop pressée ni impatiente. Prenez le temps. Pour vous aider à lâcher prise et vous sentir mieux avec vous même, essayez la méditation, la sophrologie, le yoga... vous trouverez peut-être une méthode qui vous conviendra. Et si malgré vos efforts, cette relation se finit, dites-vous que tout n'est pas fini. Il y a toujours du positif dans ce que la vie nous donne, seulement on ne le voit pas toujours tout de suite. Ayez confiance en vous et dans la vie."
Comment réagir face à une personne qui a des délires paranoïaques ?;Si la situation avec votre amie vous dérange, il faut que vous preniez vos distances pour l'instant. Est-ce que c'est la première fois que cela lui arrive? En tout cas, si elle est dans une de délire de persécution ou de paranoïa, il ne faut surtout pas l'agresser. Vous pouvez aussi en parler avec des proches pour savoi si ils ont déjà vécu la même situation? En tout cas, ne rentrez pas dans son jeu: ne l'agresser pas et ne la culpabiliser pas. Si elle recommence à vous agresser physiquement, appeler les pompiers, ils pourront l'accompagner aux services des urgences le plus proche de son domicile. Tenez-moi au courant.
Comment réagir face à une personne qui a des délires paranoïaques ?;Résidez-vous dans une grande ville ou non loin d'une grande ville? Si c'est le cas, et que votre amie refuse de consulter un psychiatre, je vous recommande de rechercher le numéro de téléphone de SOS Psychiatrie, de le garder sur vous et d'appeler dès qu'une crise se profile. Vous bénéficierez alors d'une visite à domicile, serez moins exposée, et un contact sera enfin établi.
Quelles sont les associations d'aide aux famille de paranoiaque ?;Je ne connais pas d'association s'occupant spécifiquement de patients paranoïaques ni de leurs conjoints et au reste est-ce prudent ou habile d'afficher (ou de s'afficher) sous une telle dénomination connaissant le potentiel de certains de tels malades? Vous pouvez trouver à l'intérieur d'associations d'aide aux malades et à leurs familles dans votre région (en France ?) sinon sur le net vous pouvez trouver des sites intéressants surtout canadiens traitant de problèmes du couple et d'autres pour les enfants de sujets atteints de ces troubles vous pouvez par exemple consulter le site québécois.
Quelles sont les associations d'aide aux famille de paranoiaque ?;Certains choix sont très difficiles et douloureux dans la vie. Vous en êtes à cette situation la aujourd'hui. Votre mari est suivi par un psychiatre depuis de nombreuses années mais il ne prend ses médicaments que quand il en a envie. Cela montre bien que votre mari n'a aucune conscience de sa maladie: il ne se rend pas compte de la gravité de la paranoïa. Vous êtes tiraillée entre votre amour pour lui et les soins que vous pourrez encore lui prodigues. C'est vraiment admirable de votre part mais je pense que vous devriez écouter les conseils du psychiatre lorsqu'il vous dit de prendre vos distances. Protégez-vous ainsi que vos enfants. En parallèle, trouvez un professionnel pour vous soutenir psychologiquement car vous traversez un cap difficile. Rapprochez-vous aussi de. Os proches. À propos d'associations, rapprochez- vous des associations de personnes ayant un proche atteint d'une maladie mentale. Elles pourrons vous apporter du soutien.
Quelles sont les associations d'aide aux famille de paranoiaque ?;Connaissez-vous l'Unafam? L’Unafam est une association reconnue d’utilité publique, qui accueille, écoute, soutient, forme, informe et accompagne les familles et l’entourage de personnes vivant avec des troubles psychiques. Vous pourrez certainement trouver sur internet l'adresse la plus proche de votre domicile. Par ailleurs, je vous encourage à rechercher pour vous un soutien psychothérapeutique afin de vous faire aider à faire face à une situation objectivement difficile.
Comment faire si je suis de nature anxieuse ?;L'anxiété si elle devient chronique peut-être une véritable torture au quotidien. Pour vous détendre, vous pouvez essayer la relaxation (respiration, massage, méditation), écouter de la musique, pratiquer une activité sportive, vous balader en pleine nature, changer le décor de votre intérieur. Vous pouvez aussi faire des séances de psychotherapie qui vous permettront de comprendre l'origine de vos angoisses, comment faire jaillir vos émotions et trouver des solutions pour retrouver un mieux-être, c'est a-dire de retrouver le goût à la vie, le plaisir de faire des activités, de prendre du temps pour soi.
Comment avoir un fort caractère ?;"Vous posez la question de la ""force du caractère"" au sens de la capacité à s'affirmer, affirmer son caractère, avoir ""la force de défendre son opinion, son choix;ses options"" quitte à les faire admettre sinon imposer au groupe,ou du moins s'en tenir à ses options personnelles sans se sentir ""obligé"" de suivre les options des autres ni de s'effacer devant eux ceci nécessite ""l'audace"" de s'exprimer sans craindre à l'avance l'opinion peut-être critique des autres; également le courage et l'audace de croire en la validité de ses opinions et de ses choix sans les tenir par avance pour inférieurs à ceux des autres: ceci nécessite de la confiance en soi, en sa valeur intrinsèque, la force de l'audace pour exprimer son avis sans battre d'avance en retraite devant l'existence POSSIBLE d'un ou de plusieurs avis différents, l'audace de la force d'argumenter et chercher à convaincre sans faiblir. On réunit ces traits ""d'affirmation de soi"" sous le terme de ""l'assertivi-té"" et vous faîtes partie de ceux et celles qui ont un problème à ce niveau. Vous n'indiquez malheureusement rien sur vitre âge, votre activité ni sur votre contexte de vie; en principe, moyennant l'aide d'un(e) psy, volontiers hypnothérapeute, vous pourriez corriger vos difficultés qui s'assimilent volontiers à un handicap de la vie relationnelle et socia-le: c'est corrigible moyennant un effort sur vous même guidée par le ou la thérapeute, du moins si vous êtes disposée à fournir cet effort. Je ne peux vous en dire plus car je manque de données."
Comment avoir un fort caractère comme mes amis ?;Vous êtes adolescent(e) ? Il est difficile parfois de s'imposer. Mais je pense surtout, que leur caractère est trop fort par rapport à vous, que vous vous sentez inférieur à eux. Mieux , vaudrait avoir d'autres amis, qui vous ressemblerai davantage, et avec qui vous pourriez parler de tous les sujets, sans craindre de leur réactions. En restant avec eux, vous allez continuer à souffrir, et à être une personne que vous n'êtes pas... C'est franchement bien dommage.
Pourquoi je n'aie aucun souvenirs de mon enfance ?;il peut arriver qu'on ait l'impression d'avoir tout oublié de la période de l'enfance- cela relève de plusieurs facteurs surtout de la série émotionnel-le mais il est difficile de vous répondre en ne sachant rien sur vous en dehors de votre âge ni antécédents, ni métier, ni situation de famille et vie de couple éventuelle.
Pourquoi je n'aie aucun souvenirs de mon enfance ?;Jusque-là, j'ai pu rencontrer des gens qui avaient différents types de mémoires, des mémoires liées à des concepts (sans pouvoir y associer une date), des mémoires émotionnelles (qui se souviennent de ce qu'ils ont ressentis mais pas forcément vu ou entendu), des mémoires visuelles, des mémoires auditives... Quelle type de mémoire avez-vous et est-ce qu'encore récemment cela peut vous arriver de constater qu'il est difficile de se souvenir d'une personne sans un autre type d'indice en particulier ? Une personne peut aussi tout oublier après un traumatisme. Peut-être existe-il encore d'autres pistes...
Pourquoi je n'aie aucun souvenirs de mon enfance ?;Pas de souvenirs ? Ou pas de souvenirs visuels ? Parfois, il est plus facile de retrouver des sensations, odeurs, touchers, que de revoir des scènes. Surtout lorsqu'on se sent inquiet comme c'est votre cas. Au besoin, consultez un hypnothérapeute afin d'intensifier les fils ténus qui vous relient à votre enfance. L'inconscient n'oublie jamais rien...
Pourquoi je n'aie aucun souvenirs de mon enfance ?;Beaucoup de personnes ont ce que l'on appelle des mécanismes défensifs qui leurs empêchent de retrouver leurs souvenirs ce qui ne leurs permets pas d'avoir accès à leurs traumatismes qui entrainent dans leurs vie divers problèmes. En thérapie souvent l'utilisation de l'hypnose permet de diminuer les résistances donc de faire remonter les souvenirs.
Pourquoi je n'aie aucun souvenirs de mon enfance ?;L'oublie est une capacité de notre cerveau. Il arrive parfois d'oublier où l'on a posé ses clefs, alors qu'on les tient dans les mains. Le cerveau nous joue des tours ! Je dis bien capacité car, elle permet de libérer le système (le disque dur) pour permettre d'emmagasiner d'autres informations importantes. Bien entendu, il se peut que certaines ne soient pas accessibles immédiatement ou pas du tout. Ça se caractérise souvent par la façon et l'intensité dont on a vécu la situation. Je suis sûr que vous vous rappelez de votre dernier éclat de rire, n'est-ce pas ? Alors pour conclure, il s'agit de repérer quelles sont les plus beaux souvenirs que vous avez vécus dernièrement, et d'autres encore, juste pour constater que tout va bien et que vos émotions vous ramènent sans condition à vos souvenirs les plus ancrés en vous !
J'aimerai connaitre une définition précis des troubles cognitifs.;Les troubles cognitifs c'est tout simplement les troubles de la cognition soit le savoir ou l'information ça touche à la mémoire mais pas seulement. 
Comment devenir mature à 16 ans ?;"Chaque personne est unique. Vous vous demandez comment devenir plus mûre à 16 ans. Quel âge à votre copain? Quels sont les éléments ou les faits qui font qu'il vous considère comme quelqu'un d'immature? Est-ce dans votre manière de parler, de vous habiller, de vous comporter avec les autres? Est-ce dans votre façon de prendre des décisions, de faire les choses, de rire? Est-ce dans votre manière de l'aimer ? À 16 ans, une certaine immaturité n'a rien d'extraordinaire car vous êtes encore dans l'adolescence tout en vous dirigeant vers l'âge adulte. Dans un couple, chacun évolue différemment mais une trop grande différence peut détruire le couple. Dans votre situation, vôtre copain semble beaucoup plus mûr que vous, il a donc des attentes différentes de vous, il attend de votre part un comportement d'adulte. Votre immaturité doit créer chez lui un malaise vis-à-vis des autres et peut-être de la honte. Essayez donc de changer votre comportement: soyez plus une adulte qu'un enfant; cela évitera les distensions au sein de votre couple."
Comment faire comprendre à mon mari qu'il a un problème psychologique ?;Je vous conseille d'emmener votre mari en consultation dans un premier temps chez un psychologue ou un psychothérapeute, qui saura vous orienter.
Comment je peux aider ma mère à sortir de sa dépression ?;Si votre mère commence à être en dépression, elle peut se rendre dans un centre médico-psycologique pour consulter un psy. C'est gratuit et ça peut l'aider. Félicitation pour votre maturité.
Comment faire pour arreter de boire ?;Pour arrêter de boire, il faut avant tout en avoir envie. Ensuite, selon votre état dans l'addiction, il est important de faire le point avec un médecin qui prescrira un bilan et si besoin un traitement médicamenteux pour vous aider notamment en cas de signes de manque. Enfin, pour reconstruire votre schéma comportemental et répondre autrement à ce qui vous pousse vers l'alcool, une thérapie complémentaire est très importante. Hypnose, EFT, ou autre. Dernier point, bouger physiquement indique à votre inconscient que vous voulez bouger. Mettez en place de nouvelles habitudes. Les AA sont des gens qui vous comprendront si vous acceptez leur aide. Pas de recette miracle : décidez et mettez les moyens qui vous conviennent.
Comment faire pour arreter de boire ?;Arrêter de boire, donc éventuellement si votre décision est prise une thérapie courte durée peut vous aider. La thérapie et l'hypnose n'aident pas à prendre la décision mais surtout à valider la décision et à comprendre et aider.
Angoisse de mort existentielle, comment s'en débarrasser ?;"Les angoisses sont souvent liées au fait que l'on a de la difficulté à vivre au présent. Le fait d'anticiper, qui est une activité normale du cerveau, dont une autre partie cherche des solutions à tout une série d'hypothétiques hypothèses, peut devenir envahissant et nocif. Peu importe les raisons et explications logiques que vous pouvez apporter. L'hypnose, qui s""adresse à l'inconscient, est parfaitement adaptée à la résolution de ce type de difficulté."
Angoisse de mort existentielle, comment s'en débarrasser ?;Je vous invite à consulter un psychologue-psychothérapeute pour parler de vos angoisses de mort et comprendre d'où elles émergent afin de les apaiser. En parler en thérapie vous permettra de les travailler, d'exprimer vos émotions et des éléments de votre histoire en lien afin de vous soulager de vous retrouver dans une dynamique de vie.
Comment calmer mon anxiété lorsque je suis seule ?;"Alors voilà la technique que j'utilise depuis une bonne cinquantaine d'années. Tout est basé sur la respiration. 1- Respiration abdominale lente et profonde tout au long de l'exercice ; 2- Vous essayez de projeter mentalement sur votre front une vue qui vous rappelle une période heureuse de votre vie, le but est de mobiliser votre esprit et ""l'empêcher de divaguer"" ; 3-Vous partez de la pointe de vos pieds et vous remontez jusqu'aux oreilles en contractant et décontractant chaque muscle que vous trouvez. Là vous êtes décontractée et vous restez en respiration lente deux ou trois minutes. Si vous êtes couchée, vous dormirez vite. Cet exercice est très simple, après quelques jours il deviendra réflexe et bien coordonné. Normalement vous reprenez le contrôle de votre corps et de votre vie. Essayez sur Internet il y a des quantités d'exercices de décontraction, celui-là est le plus simple et je vous assure que cela fonctionne. J'espère avoir contribué à un peu plus de maitrise de vous même dans le calme et la douceur."
Comment calmer mon anxiété lorsque je suis seule ?;Votre résistance au stress, qui a un important support biologique, passe aussi par une bonne hygiène de vie : alimentation saine et équilibrée, la pratique du sport et un bon sommeil. Un bon réseau relationnel et bon équilibre travail/loisirs vous seront également très utiles. Je vous invite aussi à reconsidérer les décisions à prendre, les unes après les autres, utilisez l'écriture pour cela, un cahier par exemple qui donnera trace à votre réflexion. Vous pourrez mieux construire de cette façon votre réflexion et établir ainsi les meilleurs plans d'action. Cela vous apaisera et vous reprendrez le contrôle de votre vie. Devenez plus confiante dans la vie qui est généreuse, cette attitude mentale vous ouvrira des possibles plus favorables et épanouissants. Cela va aussi générer une plus grande énergie mentale et physique. De nouvelles opportunités s’ouvrent à vous, réjouissez vous !
Comment aider une personne qui souffre d'agoraphobie?;Tout d'abord, vérifier qu'il s'agit bien d'agoraphobie. Le diagnostic est affaire d'un spécialiste et pas d'une recherche approximative sur Internet ou un bouquin de médecine. De même, la prise en charge se fera avec un psy. C'est en commençant par là que pourra s'atténuer la souffrance de la fille et celle de votre amie.
Comment aider une personne qui souffre d'agoraphobie?;"L'agoraphobie est très handicapante car elle enferme souvent les gens chez eux et crée un véritable repli sur soi. La première étape pour sortir de tout type de phobie est la volonté... Les résultats ne seront positifs que si la fille de votre amie souhaite sincèrement sortir de cet ""enfer"". Cette agoraphobie peut aussi être la conséquence d'un mal être plus profond créant souvent un problème de confiance en soi important. Un thérapeute peut accompagner la fille de votre amie sur le chemin de sa renaissance. Parlez-lui en et voyez si elle est ouverte à consulter un professionnel. Belle continuation sur votre chemin de vie."
