为什么我忘不了变态自恋的前男友？;在两个人的关系中，当出现变态的时候，找出你们关系平衡的原因总是非常重要的。确实从一开始的行为就让你无法接受，你应该离开，而你却不得不忍受更多，所以对你来说，即使你觉得自己是个受害者，即使你处于受虐的状态，这个男人来给你带来一些关系也是有意义的。 明白了这一点，你才能离开他，不至于在其他地方再次繁衍。
为什么我忘不了变态自恋的前男友？;你自然不会像那段一定是创伤的关系那样很快就忘记。他勾引你，给你一份工作，然后让你遭受极端暴力。希望你有想过在交友网站上举报，这样就不会继续被虐了。你现在要重建自己，你有很多的心理工作要做。当他虐待你的时候，你肯定是非常害怕的，害怕他堵住你的呼吸或许会死! 我强烈鼓励你联系法院的受害者支持服务机构或者心理治疗师，用你的被动共谋摆脱他让你生活的噩梦。不要让这些记忆孤独地存在!
如何找回男人的自信？;自恋的变态是有操纵性的，所以他们知道如何勾引你，并将这段关系变成上瘾的东西。也许这就是你难以忘记他的原因，也是你做噩梦的原因。我不知道是他还是你分手了，但这是一件好事。你应该为自己感到骄傲。对付自恋的变态，只有一个办法：逃跑。他可能会试图回来，这时你要坚强，这样你就可以忽略或推开他。如果你感到内疚，要知道，在任何情况下，你都不会对发生的事情感到内疚。
如何让男人重拾信心？;恢复一个人的信心，首先意味着信任他，爱他，崇拜他，赋予他权力，懂得原谅，讨论，寻找解决办法。当然是为了他和你的利益行事。
如何让男人重拾自信？;你似乎太爱了，以至于失去了自主权，况且，初恋并非无足轻重。同时，你也害怕失去它。重要的是，你要找到其他的兴趣爱好，以恢复自己的自主性和个性（即和他一起生活，但不是为他而生活），并从失去他的恐惧中脱离出来。如果你们在一起9年，说明有爱情，你们的感情是认真的。但由于害怕，你的行为，违背了你的意识，最终会把他赶走。和朋友一起出去玩，享受自己的生活（购物、健身、运动、外出......），如果他要见他的家人，你有义务和他一起去吗？让自己成为被需要的人，这样你才会高兴地重新找到自己。他需要看到其他人，并试图在这一点上理解他。你还年轻，有很多事情要做，你的生活还在继续。不要太着急，也不要太急躁。慢慢来 为了帮助你放下，让自己感觉更好，可以尝试冥想、诡辩、瑜伽......你可能会找到适合自己的方法。如果尽管你努力了，但这段关系还是结束了，告诉自己还没有结束。生活给予我们的东西，总有一些是积极的，只是我们不一定能马上看到它。对自己和生活要有信心。
如何对待有偏执妄想症的人？;如果你和朋友的情况让你很困扰，你需要暂时保持距离。这是她第一次遇到这种情况吗？在任何情况下，如果她处于被迫害或偏执的谵妄状态，不要攻击她。你也可以和亲朋好友商量一下，了解一下他们之前是否有同样的情况？在任何情况下，不要玩弄她：不要攻击她，不要让她感到内疚。如果她又开始对你进行人身攻击，请拨打消防队的电话，他们可以陪同她到离家最近的急救中心。随时通知我
如何对待有偏执妄想症的人？;你是住在大城市还是离大城市不远？如果是这样，而你的朋友又拒绝看心理医生，我建议你查一下SOS心理医生的电话，随身携带，一旦出现危机，马上打电话。你就会从家访中受益，少接触，最后建立联系。
帮助偏执型家庭的协会有哪些？;我不知道有什么协会是专门处理偏执狂患者或其配偶的，明知其中一些患者的可能性，还以这样的名义做广告（或宣传），是否慎重或合适？你可以在协会内找到帮助病人和他们的家庭在你的地区（在法国？）或在网络上，你可以找到有趣的网站，特别是加拿大处理问题的夫妇和其他人的孩子与这些障碍，你可以例如咨询魁北克网站。
帮助偏执型家庭的协会有哪些？;人生中有些选择是非常困难和痛苦的。你现在就是这种情况。你丈夫看了很多年的心理医生，但他只在想吃药的时候才吃药。这说明你丈夫对自己的疾病没有认识：他没有意识到妄想症的严重性。你在你对他的爱和你还能给他的关怀之间徘徊。你的这种做法真的很让人佩服，但我觉得你应该听从心理医生的建议，他让你保持距离。保护自己和孩子。同时，因为你正在经历一段艰难的时期，所以要找一个专业人士给你心理上的支持。同时也更接近。紧密的骨头。说到联想，就要走近与患有精神疾病的亲人的联想。他们将能够为你提供支持。
帮助偏执型家庭的协会有哪些？;你知道Unafam吗？Unafam是一个被公认为具有公共用途的协会，它欢迎、倾听、支持、培训、通知和陪伴精神障碍患者的家属和随行人员。你一定能在网上找到离你家最近的地址。此外，我鼓励你为自己寻找心理治疗支持，以帮助你面对客观困难的情况。
如果我天生就很焦虑怎么办？;焦虑症如果成为慢性病，每天都会受到真正的折磨。要想放松，你可以尝试放松（呼吸、按摩、冥想）、听音乐、练习体育活动、到大自然中去散步、改变家里的装饰。你也可以做心理治疗，让你了解自己焦虑的起源，如何让自己的情绪流动起来，找到解决的办法，找到更好的幸福感，也就是找到生活的味道，做活动的乐趣，为自己花时间。
如何才能像朋友一样拥有坚强的性格？;你问的 "人格力量 "问题，是指能够坚持自己，肯定自己的人格，有 "捍卫自己的意见、选择的力量"。 他的选择"，即使这意味着使这些选择被接受，即使不强加给群体，或者至少坚持他个人的选择，而不觉得自己 "有义务 "遵循他人的选择，或者在他人面前被抹杀；这就需要 "大胆 "地表达自己的意见，而不预先担心他人可能的批评意见；还需要勇气和胆量，相信自己的意见和选择的有效性，而不预先认为这些意见和选择不如他人的。这就需要对自己有信心，对自己的内在价值有信心，在一个或多个不同意见的POSSIBLE存在之前，要有大胆表达自己意见而不退缩的力量，要有大胆论证而不动摇地寻求说服的力量。这些 "自信 "的特质被归纳在 "自信 "这个词下，你也属于在这方面有问题的人。遗憾的是，你没有说明你的年龄、你的活动或你的生活背景；原则上，在心理医生的帮助下，你可以纠正你的困难，这可以同化为人际关系和社会生活中的障碍：这可以通过自己的努力来纠正，由治疗师指导，至少如果你愿意做出这种努力。我不能告诉你更多，因为我没有足够的数据。
怎样才能像朋友们一样拥有坚强的性格？;你是青少年吗？有时候，很难强求自己。但我认为，最重要的是，他们的性格与你相比太强，你觉得自己不如他们。如果能有其他和你比较像的朋友，和他们有什么话都可以说，不用担心他们的反应，那就更好了。和他们在一起，你会继续受苦，做一个不是你的人... ... 老实说，这是一个耻辱。
为什么我的童年没有任何记忆？;我们似乎已经忘记了童年时期的一切--这是由多种因素造成的，尤其是情感系列--但如果你对自己的年龄、背景、职业、婚姻状况和潜在婚姻之外的情况一无所知，就很难回答这个问题。
为什么我的童年没有任何记忆？;到目前为止，我能够见到的人有不同类型的记忆，概念相关的记忆（不能够联想到日期），情感记忆（他们记得自己的感觉，但不一定看到或听到），视觉记忆，听觉记忆。你有什么样的记忆力，最近有没有发生过这样的事情，如果没有其他的线索，你很难记住一个人？一个人在遭受创伤后，也会忘记一切。也许还有其他线索... ...
为什么我没有任何关于童年的记忆？;没有记忆？还是没有视觉记忆？有时候，找到感觉、气味、触觉，比重温场景更容易。特别是当你像你一样感到担心的时候。如有必要，请咨询催眠治疗师，以加强你与童年的脆弱联系。潜意识永远不会忘记任何事情... ...
为什么我没有童年的记忆？;很多人都有所谓的防御机制，使他们无法恢复记忆，这就无法进入他们的创伤，导致他们生活中的各种问题。在治疗中，使用催眠术往往有助于减少阻力，从而唤起记忆。
为什么我对童年没有任何记忆？;遗忘是我们大脑的一种能力。有时候我们拿着钥匙的时候，会忘记把钥匙放在哪里。大脑在我们身上作怪! 我之所以说容量，是因为它可以让我们腾出系统（硬盘）来存储其他重要信息。当然，有些人可能无法立即或根本无法获得。这通常以你经历的方式和强度为特征。我相信你还记得你最后的笑声，对吧？所以最后，就是找出你最近经历过的最美的记忆，其他的再来一次，就看一切都很顺利，你的情绪会无条件的带你回到你最根深蒂固的记忆中去!
我想知道认知障碍的准确定义。;认知障碍简单的说就是认知障碍，也就是影响记忆的知识或信息，但不仅如此。
16岁如何变得成熟？;每个人都是独一无二的。你想知道如何在16岁时变得更加成熟。你男朋友多大了？哪些事情或事实让他认为你不成熟？是否体现在你的言谈举止、衣着打扮和与人相处的方式上？是你做决定、做事情、笑的方式吗？是在你爱他的方式吗？16岁的时候，并没有什么特别的不成熟，因为你还在十几岁的时候，而你正在走向成年。在夫妻中，每个人的进化都不一样，但差别太大，会毁掉这对夫妻。在你的情况下，你的男友似乎比你成熟得多，所以他对你的期望值不同，他希望你能像个成年人一样。你的不成熟一定会让他对别人产生不适感，或许还会产生羞耻感。所以，要试着改变自己的行为：做一个成年人，而不是一个孩子；这样可以避免你们夫妻内部的胀气。
如何让老公明白自己有心理问题？;我建议你带老公去咨询一下心理医生或心理治疗师，他们会对你进行指导。
如何帮助母亲走出抑郁症？;如果你的母亲开始感到抑郁，她可以去心理医生的办公室看心理医生。这是免费的，可以帮助她。恭喜你的成熟。
如何戒酒？;要想戒酒，首先要想戒酒。然后，根据你的成瘾状态，一定要找医生检查，医生会给你开出检查处方，必要时还会给你开出药物帮助你，尤其是在有戒断迹象的情况下。最后，为了重建你的行为模式，并以不同的方式应对将你推向酒精的东西，辅助治疗是非常重要的。催眠、EFT或其他。最后，身体移动告诉你的潜意识，你想移动。建立新的习惯。A.A.是指如果你接受他们的帮助就会理解你的人。没有什么法宝：决定并做你想做的事。
怎么戒酒呢？;戒酒，所以可能如果你决定这样做，短期治疗可以帮助。治疗和催眠并不是帮助你做决定，而是验证决定，理解和帮助。
存在死亡焦虑，如何摆脱它？;焦虑往往与难以活在当下有关。预见，是大脑的正常活动，另一部分人在寻找解决一系列假设的办法，会变得无孔不入，有害无益。你能想出什么逻辑理由和解释都不重要。催眠术针对的是潜意识，完全可以解决这类难题。
存在的死亡焦虑，如何摆脱？;我请你咨询心理医生--心理治疗师，谈谈你的死亡焦虑，了解它们的来源，以便平复它们。在治疗中谈论这些问题，可以让你在这些问题上下功夫，表达你的情绪和你故事中的相关内容，以缓解你在动态生活中发现自己的问题。
当我一个人的时候，怎样才能平复我的焦虑？;所以这是我用了50年的技术。这一切都基于呼吸。1-在整个练习过程中进行缓慢而深沉的腹式呼吸；2-你试着在精神上在额头上投射出一个能让你想起生活中快乐时光的景象，目的是调动你的思维，"让它不走神"；3-你从脚尖开始，通过收缩和放松你找到的每一块肌肉，一直到耳朵。在那里你是放松的，保持缓慢的呼吸两三分钟。如果你是躺着的，就会很快入睡。这个练习非常简单，几天后就会变得反射性强，协调性好。通常情况下，你会重新获得对身体和生活的控制权。在互联网上尝试有很多放松练习，这个是最简单的，我向你保证，它的工作。希望我以一种平和温和的方式，为多一点控制自己做出贡献。
一个人的时候，如何平复自己的焦虑？;您的抗压能力，具有重要的生理支持，也取决于健康的生活方式：健康均衡的饮食，运动的练习和良好的睡眠。良好的人际关系网和良好的工作/休闲平衡对你也很有帮助。我也请你重新考虑要做的决定，一个个的决定，用写作来做，比如说一个笔记本，可以给你的想法做一个记录。通过这种方式，你将能够更好地构建自己的思维，从而确立最佳的行动计划。这将使你冷静下来，你将重新控制你的生活。变得更加自信，对生活充满了慷慨，这种心理态度会给你带来更多有利和满足的可能。它还会产生更大的精神和身体能量。新的机会正在为你打开，欢喜吧!
如何帮助患有恐高症的人？;首先，要确定是恐高症。诊断是专科医生的事，而不是在网上或医书上粗略搜索。同样的，管理也会用收缩机来完成。这是减轻女孩和你朋友痛苦的第一步。
如何帮助患有恐高症的人呢？;恐高症是非常致残的，因为它常常把人锁在家里，造成真正的退缩。摆脱任何一种恐惧症的第一步是意志力... ... 只有当你朋友的女儿真心实意地希望走出这个 "地狱"，结果才会是积极的。这种恐高症也可能是深恶痛绝的结果，往往会造成很大的自信心问题。治疗师可以陪伴你朋友的女儿走上重生之路。和她谈谈，看她是否愿意咨询专业人士。在你的人生道路上，美丽的延续。
